type,juri,role,situation,sop,filename
NOK,VA,call taker,Caller outside jurisdiction request notification to a family member in Vancouver,['Refer caller to their local police agency who will verify deceased information and then notify us via CPIC'],VA - NOK - Next of kin notification.docx
NOK,VA,dispatcher,CPIC narrative message is received from another agency,"['Create a call', 'Assign two members']",VA - NOK - Next of kin notification.docx
NOK,VA,dispatcher,Caller in Vancouver requests notification to family member living outside jurisdiction,"['Assign a member', 'If a member requests a CPIC narrative be sent to another agency', 'Direct the member to contact VPD CPIC to process the request']",VA - NOK - Next of kin notification.docx
NOK,VA,dispatcher,Notification of Canadian death overseas,"['Create a call', 'Assign a member']",VA - NOK - Next of kin notification.docx
NOK,WP,call taker,Caller in Whistler; Pemberton requests notification to family member living outside jurisdiction.,"['Create a call', 'Advise police member will verify deceased information and then notify local agencies via CPIC']",WP - NOK - Next of kin notification.docx
NOK,WP,call taker,Caller outside jurisdiction request notification to a family member in Whistler; Pemberton,['Refer caller to their local police agency who will verify deceased information and then notify us via CPIC'],WP - NOK - Next of kin notification.docx
NOK,WP,dispatcher,CPIC narrative message is received from another agency,"['Create a call', 'Assign two members']",WP - NOK - Next of kin notification.docx
NOK,WP,dispatcher,Caller in Whistler; Pemberton requests notification to family member living outside jurisdiction,"['Assign a member.', 'If a member requests a CPIC narrative be sent to another agency', 'Refer to Instructions - CPIC narrative request']",WP - NOK - Next of kin notification.docx
NOK,WP,dispatcher,Notification of Canadian death overseas,"['Create a call', 'Assign a member']",WP - NOK - Next of kin notification.docx
NOK,WV,call taker,Caller in West Vancouver requests notification to family member living outside jurisdiction.,"['Create a call', 'Advise police member will verify deceased information and then notify local agencies via CPIC']",WV - NOK - Next of kin notification.docx
NOK,WV,call taker,Caller outside jurisdiction request notification to a family member in West Vancouver,['Refer caller to their local police agency who will verify deceased information and then notify us via CPIC'],WV - NOK - Next of kin notification.docx
NOK,WV,dispatcher,CPIC narrative message is received from another agency,"['Create a call', 'Assign two members']",WV - NOK - Next of kin notification.docx
NOK,WV,dispatcher,Caller in West Vancouver requests notification to family member living outside jurisdiction,"['Assign a member.', 'If a member requests a CPIC narrative be sent to another agency', 'Refer to Instructions - CPIC narrative request']",WV - NOK - Next of kin notification.docx
NOK,WV,dispatcher,Notification of Canadian death overseas,"['Create a call', 'Assign a member']",WV - NOK - Next of kin notification.docx
BREACH,AB,call taker,Adult breaching,"['Create a call', 'Query the subject on CPIC, attach CPIC response to the call', 'Query the subject on BCPORS', 'Determine if suspect is on scene or when the suspect is expected to return', 'Question', 'Does the caller have a hard copy of the court documents?']",AB - BREACH.docx
BREACH,AB,call taker,Youth - Has breached a court order or curfew and returned on their own,"['If youth has been added as a missing person on CPIC, see Missing Person Located SOP.', 'Youth has not been added as a missing person on CPIC:', 'Re-queue the original file.', 'Add remarks with the details provided by the caller.']",AB - BREACH.docx
BREACH,AB,call taker,Youth – Concerns for their wellbeing and location of is unknown,['Refer to MISSIP – Missing person SOP'],AB - BREACH.docx
BREACH,AB,call taker,Youth – Location is known and refusing to come home,"['Create a call', 'Advise the caller to contact the youth’s probation officer']",AB - BREACH.docx
BREACH,AB,call taker,Youth – No concerns for their wellbeing and location is unknown,"['Create a call.', 'Indicate in remarks:', 'If this involves disobeying of a court ordered curfew', 'If this is a family residence, foster home or group home.', 'If the youth is from a foster home or group home', 'Advise the caller to also contact the Ministry of Children and Families.']",AB - BREACH.docx
BREACH,AB,dispatcher,Adult breaching,['Assign a member'],AB - BREACH.docx
BREACH,AB,dispatcher,No contact order / BCPORS,['Assign a member'],AB - BREACH.docx
BREACH,AB,dispatcher,Youth - Has breached a court order or curfew and returned on their own,['Assign a member.'],AB - BREACH.docx
BREACH,AB,dispatcher,Youth – Location is known and refusing to come home,['Assign a member'],AB - BREACH.docx
BREACH,AB,dispatcher,Youth – No concerns for their wellbeing and location is unknown,"['Assign a member.', 'The member will establish if a missing person report needs to be taken.', 'If missing person report is required the member will give the caller the file number and advise them to call the report line.', 'A report agent will complete the call; keeping the Breach event type and will add the person to CPIC as missing – See Missing Person (MISSIP) SOP.']",AB - BREACH.docx
BREACH,BI,call taker,Adult breaching and the original file is for Bowen Island,"['Re-queue the original file', 'Create a new file if file number is not retrievable', 'Enter the original file number in remarks', 'Query the subject on CPIC, attach CPIC response to the call', 'Determine if suspect is on scene or when the suspect is expected to return', 'Question', 'Does the caller have a hard copy of the court documents?', 'Query the subject on BCPORS']",BI - BREACH.docx
BREACH,BI,call taker,Adult breaching and the original file is for another agency,"['Create a call', 'Query the subject on CPIC, attach CPIC response to the call', 'Determine if suspect is on scene or when the suspect is expected to return', 'Question', 'Does the caller have a hard copy of court document?', 'Query the subject on BCPORS']",BI - BREACH.docx
BREACH,BI,call taker,Youth - Has breached a court order or curfew and returned on their own,"['If youth has been added as a missing person on CPIC, see Missing Person Located SOP.', 'Youth has not been added as a missing person on CPIC:', 'Re-queue the original file.', 'Add remarks with the details provided by the caller.']",BI - BREACH.docx
BREACH,BI,call taker,Youth – Concerns for their wellbeing and location of is unknown,['Refer to MISSIP – Missing person SOP'],BI - BREACH.docx
BREACH,BI,call taker,Youth – Location is known and refusing to come home,"['Create a call', 'Advise the caller to contact the youth’s probation officer']",BI - BREACH.docx
BREACH,BI,call taker,Youth – No concerns for their wellbeing and location is unknown,"['Create a call.', 'Indicate in remarks:', 'If this involves disobeying of a court ordered curfew', 'If this is a family residence, foster home or group home.', 'If the youth is from a foster home or group home, advise the caller to also contact the Ministry of Children and Families.']",BI - BREACH.docx
BREACH,BI,dispatcher,Adult breaching and the original file is for Bowen Island,['Assign a member'],BI - BREACH.docx
BREACH,BI,dispatcher,Adult breaching and the original file is for another agency,['Assign a member'],BI - BREACH.docx
BREACH,BI,dispatcher,No contact / BCPORS,['Assign a member'],BI - BREACH.docx
BREACH,BI,dispatcher,Youth - Has breached a court order or curfew and returned on their own,['Assign a member.'],BI - BREACH.docx
BREACH,BI,dispatcher,Youth – No concerns for their wellbeing and location is unknown,"['Assign a member.', 'The member will establish if a missing person report needs to be taken.', 'If missing person report is required the member will give the caller the file number and advise them to call the report line.', 'A report agent will complete the call; keeping the Breach call type and will add the person to CPIC as missing – See Missing Person (MISSIP) SOP.']",BI - BREACH.docx
BREACH,BU,call taker,Adult breaching,"['Create a call', 'Query the subject on CPIC, attach CPIC response to the call', 'Determine if suspect is on scene or when the suspect is expected to return', 'Question', 'Does the caller have a hard copy of court document?', 'Query the subject on BCPORS.']",BU - BREACH.docx
BREACH,BU,call taker,Youth - Has breached a court order or curfew and returned on their own,"['If youth has been added as a missing person on CPIC, see Missing Person Located SOP.', 'Youth has not been added as a missing person on CPIC:', 'Re-queue the original file.', 'Add remarks with the details provided by the caller.']",BU - BREACH.docx
BREACH,BU,call taker,Youth – Concerns for their wellbeing and location of is unknown,['Refer to MISSIP – Missing person SOP'],BU - BREACH.docx
BREACH,BU,call taker,Youth – Location is known and refusing to come home,"['Create a call', 'Advise the caller to contact the youth’s probation officer']",BU - BREACH.docx
BREACH,BU,call taker,Youth – No concerns for their wellbeing and location is unknown,"['Create a call.', 'Indicate in remarks:', 'If this involves disobeying of a court ordered curfew', 'If this is a family residence, foster home or group home.', 'If the youth is from a foster home or group home, advise the caller to also contact the Ministry of Children and Families.']",BU - BREACH.docx
BREACH,BU,dispatcher,Adult breaching,['Assign a member'],BU - BREACH.docx
BREACH,BU,dispatcher,No contact / BCPORS,['Assign a member'],BU - BREACH.docx
BREACH,BU,dispatcher,Youth - Has breached a court order or curfew and returned on their own,['Assign a member.'],BU - BREACH.docx
BREACH,BU,dispatcher,Youth – No concerns for their wellbeing and location is unknown,"['Assign a member', 'The member will establish if a missing person report needs to be taken.', 'If a missing person report is required the member will complete the GO with all the missing person’s details and will VMAIL the E-Comm CPIC operator to add the missing person to CPIC.', 'A report agent will retrieve all the missing person’s information from the GO and will add the person to CPIC as missing. See Missing Person (MISSIP) SOP.']",BU - BREACH.docx
BREACH,DE,call taker,Adult breaching,"['Create a call', 'Query the subject on CPIC, attach CPIC response to the call', 'Query the subject on BCPORS', 'Determine if suspect is on scene or when the suspect is expected to return', 'Question', 'Does the caller have a hard copy of the court documents?']",DE - BREACH.docx
BREACH,DE,call taker,Youth - Has breached a court order or curfew and returned on their own,"['If youth has been added as a missing person on CPIC, see Missing Person Located SOP.', 'Youth has not been added as a missing person on CPIC:', 'Re-queue the original file.', 'Add remarks with the details provided by the caller.']",DE - BREACH.docx
BREACH,DE,call taker,Youth – Concerns for their wellbeing and location of is unknown,['Refer to MISSIP – Missing person SOP'],DE - BREACH.docx
BREACH,DE,call taker,Youth – Location is known and refusing to come home,"['Create a call', 'Advise the caller to contact the youth’s probation officer']",DE - BREACH.docx
BREACH,DE,call taker,Youth – No concerns for their wellbeing and location is unknown,"['Create a call.', 'Indicate in remarks:', 'If this involves disobeying of a court ordered curfew', 'If this is a family residence, foster home or group home.', 'If the youth is from a foster home or group home', 'Advise the caller to also contact the Ministry of Children and Families.']",DE - BREACH.docx
